赛事ID,赛事名称,排序,省,省名称,市,市名称,区,区名称,赛事地点,赛事开始时间,赛事结束时间,赛事类别,赛事级别,运动项目,赛事规模,赛事主办方,赛事承办方,赛事协办方,赞助商总数量,赞助金额,赛事的报道数量,赛事报道的媒体名称,赛事裁判数量,开始时间,结束时间,年份,月份,持续天数
95299520976276550,“奔跑吧少年”“中国体育彩票年杯2024年青少年田径锦标赛-,99999,370000000000,山东省,371700000000,菏泽市,371702000000,牡丹区,,2024-08-01,2024-08-01,青少年体育赛事,市级,田径其他、跑步,100.0,牡丹区,,,0,0,0,,0,2024-08-01,2024-08-01,2024,8,1
95299520975909010,上海市第四届市民运动会全闵健身 e 起来景城馨苑青少年趣味运动会,99999,SH,上海市,SH,上海市,SH00MH,闵行区,,2024-07-31,2024-07-31,青少年体育赛事,市级,全闵健身 e 起来,50.0,马桥镇文化体育事业发展中心,马桥镇景城馨苑居委,,0,0,0,,0,2024-07-31,2024-07-31,2024,7,1
95299520976270640,2024年浙江省青少年足球（男子乙组）锦标赛,99999,330000000000,浙江省,330400000000,嘉兴市,330421000000,嘉善县,,2024-07-31,2024-08-07,青少年体育赛事,省级,足球,120.0,浙江省体育局、浙江省教育厅,,,0,0,0,,0,2024-07-31,2024-08-07,2024,7,8
95299520976272439,云南省2024年青少年年度拳击锦标赛,99999,530000000000,云南省,532500000000,红河哈尼族彝族自治州,532527000000,泸西县,,2024-07-31,2024-08-05,青少年体育赛事,省级,拳击,500.0,云南省体育局,泸西县教育体育局,,0,0,0,,0,2024-07-31,2024-08-05,2024,7,6
95299520976273110,2024年泰安市青少年体育联赛足球比赛,99999,370000000000,山东省,370900000000,泰安市,370901000000,市辖区,,2024-07-31,2024-08-04,青少年体育赛事,市级,足球,200.0,泰安市体育局,,,0,0,0,,0,2024-07-31,2024-08-04,2024,7,5
95299520976276327,“奔跑吧·少年”2024年廊坊市青少年“Ｕ系列”羽毛球锦标赛,99999,130000000000,河北省,131000000000,廊坊市,131003000000,广阳区,,2024-07-31,2024-08-01,青少年体育赛事,市级,羽毛球,245.0,廊坊市体育局,廊坊市体育局,,0,0,0,,0,2024-07-31,2024-08-01,2024,7,2
95299520976277535,“中国体育彩票杯”烟台市中学生体育联赛暨 2024 年烟台市青少年田径比赛,99999,370000000000,山东省,370600000000,烟台市,370683000000,莱州市,,2024-07-31,2024-07-31,青少年体育赛事,市级,综合,200.0,烟台市体育局,,,0,0,0,,0,2024-07-31,2024-07-31,2024,7,1
95299520975895274,2024年北京市青少年柔道锦标赛,99999,,北京市,,,6,,门头沟体育馆,2024-07-30,2024-07-31,青少年体育赛事,市级,柔道,500.0,"北京市体育局,北京市教育委员会","北京市体育竞赛管理和国际交流中心,北京市柔道协会,北京市门头沟区体育局",,0,0,0,,0,2024-07-30,2024-07-31,2024,7,2
95299520975895275,2024年北京市青少年武术散打锦标赛,99999,,北京市,,,14,,地坛体育馆,2024-07-30,2024-07-31,青少年体育赛事,市级,武术散打,400.0,"北京市体育局,北京市教育委员会","北京市体育竞赛管理和国际交流中心,北京市武术运动管理中心,北京市武术运动协会,北京市东城区体育局",,0,0,0,,0,2024-07-30,2024-07-31,2024,7,2
95299520975895276,2024年北京市羽毛球运动协会U系列羽毛球比赛 暨2024年北京市青少年羽毛球锦标赛外卡争夺赛,99999,,北京市,,,8,,中奥体育中心（通州店）,2024-07-30,2024-08-02,青少年体育赛事,市级,羽毛球,800.0,北京市羽毛球运动协会,中奥纪元（北京）体育科技有限公司,,0,0,0,,0,2024-07-30,2024-08-02,2024,7,4
95299520975909028,上海市第四届市民运动会上海市青少年跆拳道俱乐部联赛,99999,SH,上海市,SH,上海市,SH00BS,宝山区,,2024-07-30,2024-07-30,青少年体育赛事,省级,跆拳道,300.0,上海市社会体育管理中心（上海市体育竞赛管理中心）,上海旭日健身服务部,,0,0,0,,0,2024-07-30,2024-07-30,2024,7,1
95299520975909032,上海市第四届市民运动会“韵动杨浦・秀出来”全民健身系列活动“韵动杨浦，与奥同行”2024年杨浦青少年趣味运动嘉年华,99999,SH,上海市,SH,上海市,SH00YP,杨浦区,,2024-07-30,2024-07-30,青少年体育赛事,市级,“韵动杨浦・秀出来”全民健身系列活动,150.0,上海市杨浦区体育活动中心,上海玖幸体育文化有限公司,,0,0,0,,0,2024-07-30,2024-07-30,2024,7,1
95299520976270403,2024年“飞向北京·飞向太空”全国青少年航空航天模型教育竞赛活动总决赛,99999,610000000000,陕西省,610100000000,西安市,610118000000,鄠邑区,,2024-07-30,2024-08-07,青少年体育赛事,国家级,航空模型,4300.0,国家体育总局航空无线电模型运动管理中 心,,,0,0,0,,0,2024-07-30,2024-08-07,2024,7,9
95299520976273883,2024年黔东南青少年羽毛球锦标赛,99999,520000000000,贵州省,522600000000,黔东南苗族侗族自治州,522622000000,黄平县,,2024-07-30,2024-08-04,青少年体育赛事,市级,羽毛球,303.0,黔东南州文体广电旅游局、黔东南州教育局,,,0,0,0,,0,2024-07-30,2024-08-04,2024,7,6
95299520976275534,2024年福建省青少年 激流回旋锦标赛,99999,350000000000,福建省,350500000000,泉州市,350583000000,南安市,,2024-07-30,2024-08-02,青少年体育赛事,省级,皮划艇激流回旋,180.0,福建省体育局,,,0,0,0,,0,2024-07-30,2024-08-02,2024,7,4
95299520976276640,安昌街道“恒洁杯”2024年全国青少年体育联合会青少儿跆拳道巡回赛（绍兴柯桥站）,99999,330000000000,浙江省,330600000000,绍兴市,330603000000,柯桥区,绍兴市柯桥区职业教育中心体育馆,2024-07-30,2024-08-01,青少年体育赛事,国家级,跆拳道,1052.0,全国青少年体育联合会,绍兴市柯桥区教育体育局绍兴市柯桥区体育总会绍兴市柯桥区安昌街道办事处,绍兴市柯桥区职业教育中心绍兴星诺体育发展有限公司绍兴市柯桥区安昌街道安华村,0,0,0,,0,2024-07-30,2024-08-01,2024,7,3
95299520976277223,唐山市第十届运动会青少年组排球女子甲组比赛,99999,130000000000,河北省,130200000000,唐山市,130273000000,唐山高新技术产业开发区,,2024-07-30,2024-07-31,青少年体育赛事,市级,排球,200.0,唐山市人民政府,唐山市教育局,,0,0,0,,0,2024-07-30,2024-07-31,2024,7,2
95299520976277254,2024年“中国体育彩票杯”呼伦贝尔市青少年羽毛球比赛,99999,150000000000,内蒙古自治区,150700000000,呼伦贝尔市,150702000000,海拉尔区,,2024-07-30,2024-07-31,青少年体育赛事,市级,羽毛球,430.0,呼伦贝尔市体育局,海拉尔区文化旅游体育局,,0,0,0,,0,2024-07-30,2024-07-31,2024,7,2
95299520976277289,2024年遵义市中小学生（青少年） 围棋锦标赛,99999,520000000000,贵州省,520300000000,遵义市,520303000000,汇川区,遵义市汇川区第十一小学,2024-07-30,2024-07-31,青少年体育赛事,市级,围棋,300.0,遵义市教育体育局,汇川区教育体育局 遵义市棋类协会,,0,0,0,,0,2024-07-30,2024-07-31,2024,7,2
95299520976277576,唐山市第十届运动会青少年组排球女子乙组比赛,99999,130000000000,河北省,130200000000,唐山市,130273000000,唐山高新技术产业开发区,,2024-07-30,2024-07-31,青少年体育赛事,市级,排球,200.0,唐山市人民政府,唐山市体育局,,0,0,0,,0,2024-07-30,2024-07-31,2024,7,2
95299520976277801,2024张家口足球联赛七人制第二阶段	极光星辰	VS	好联系青年,99999,130000000000,河北省,130700000000,张家口市,130702000000,桥东区,,2024-07-30,2024-07-30,青少年体育赛事,市级,足球,24.0,张家口市体育局,张家口足球协会,,0,0,0,,0,2024-07-30,2024-07-30,2024,7,1
95299520976278088,“中国体育彩票杯”烟台市中学生体育联赛暨 2024 年烟台市青少年田径比赛,99999,370000000000,山东省,370600000000,烟台市,370683000000,莱州市,,2024-07-30,2024-07-30,青少年体育赛事,市级,综合,200.0,烟台市体育局,,,0,0,0,,0,2024-07-30,2024-07-30,2024,7,1
95299520975909062,上海市第四届市民运动会“约战普陀”全民健身系列赛事活动戎行军旅 与奥同行—曹杨新村街道社区（少年）军校首届军体运动会暨2024年“八一”慰问主题活动,99999,SH,上海市,SH,上海市,SH00PT,普陀区,,2024-07-29,2024-07-29,青少年体育赛事,市级,“约战普陀”全民健身系列赛事活动,100.0,普陀区退役军人事务局，普陀区体育局，曹杨新村街道党工委、办事处，拥军优属基金会普陀区工作委员会,上海市曹杨第二中学,,0,0,0,,0,2024-07-29,2024-07-29,2024,7,1
95299520976274528,湖南省青少年体操锦标赛,99999,430000000000,湖南省,430900000000,益阳市,430922000000,桃江县,,2024-07-29,2024-08-03,青少年体育赛事,省级,体操其他,1000.0,湖南省体育局,桃江县人民政府,,0,0,0,,0,2024-07-29,2024-08-03,2024,7,6
95299520976275585,2024年贵州省青少年艺术体操锦标赛,99999,520000000000,贵州省,522600000000,黔东南苗族侗族自治州,522632000000,榕江县,,2024-07-29,2024-08-02,青少年体育赛事,省级,艺术体操,90.0,贵州省体育局,贵州省体操运动发展中心、贵州省体操协会、黔东南州文体广电旅游局、榕江县人民政府,,0,0,0,,0,2024-07-29,2024-08-02,2024,7,5
95299520976275653,2024年云南省青少年游泳标赛,99999,530000000000,云南省,532500000000,红河哈尼族彝族自治州,532502000000,开远市,,2024-07-29,2024-08-02,青少年体育赛事,省级,游泳,692.0,云南省体育局,开远市教育体育局,,0,0,0,,0,2024-07-29,2024-08-02,2024,7,5
95299520976277220,2024年“京津冀”青少年摔跤比赛,99999,130000000000,河北省,130700000000,张家口市,130709000000,崇礼区,,2024-07-29,2024-07-31,青少年体育赛事,省级,摔跤,120.0,河北省体育局,河北省体育局摔跤拳击跆拳道运动中心、张家口市体育局,,0,0,0,,0,2024-07-29,2024-07-31,2024,7,3
95299520976277462,舟山市第十二届运动会（青少年部） 游泳比赛,99999,330000000000,浙江省,330900000000,舟山市,330902000000,定海区,,2024-07-29,2024-07-31,青少年体育赛事,市级,游泳,158.0,舟山市文化和广电旅游体育局,,,0,0,0,,0,2024-07-29,2024-07-31,2024,7,3
95299520976278533,“奔跑吧·少年”儿童青少年主题健身活动暨“中国体育彩票杯”22024 年济宁市中小学生游泳联赛,99999,370000000000,山东省,370800000000,济宁市,370801000000,市辖区,,2024-07-29,2024-07-29,青少年体育赛事,市级,游泳,260.0,济宁市体育局,,济宁珠江体育文化发展有限公司,0,0,0,,0,2024-07-29,2024-07-29,2024,7,1
95299520976278663,2024张家口足球联赛星河FC	对战	好联系青年,99999,130000000000,河北省,130700000000,张家口市,130702000000,桥东区,,2024-07-29,2024-07-29,青少年体育赛事,市级,足球,25.0,张家口市体育局,张家口足球协会,,0,0,0,,0,2024-07-29,2024-07-29,2024,7,1
95299520976278798,“中国体育彩票杯”烟台市中学生体育联赛暨 2024 年烟台市青少年田径比赛,99999,370000000000,山东省,370600000000,烟台市,370683000000,莱州市,,2024-07-29,2024-07-29,青少年体育赛事,市级,综合,200.0,烟台市体育局,,,0,0,0,,0,2024-07-29,2024-07-29,2024,7,1
95299520976278866,2024年泰安市青少年（学生）体育联赛乒乓球比赛,99999,370000000000,山东省,370900000000,泰安市,370902000000,泰山区,,2024-07-29,2024-07-29,青少年体育赛事,市级,乒乓球,200.0,泰安市体育局,,,0,0,0,,0,2024-07-29,2024-07-29,2024,7,1
95299520975895277,2024全国青少年四季滑雪挑战赛（北京乐雪四季分站赛）,99999,,北京市,,,2,,乐雪四季城外诚店,2024-07-28,2024-07-28,青少年体育赛事,国家级,高山滑雪,300.0,北京市滑雪协会,爱上雪体育产业发展（北京）有限公司,"壹零叁壹体育产业发展有限公司,十万雪极（北京）体育文化有限公司,博雅升（北京）体育文化有限公司,沃雪（上海）体育俱乐部有限公司,澳雪（珠海横琴）体育文化有限公司,南京边城体育用品销售有限公司,张家口兴垣体文旅运营管理有限公司",0,0,0,,0,2024-07-28,2024-07-28,2024,7,1
95299520975895280,2024年房山区青少年围棋级位赛,99999,,北京市,,,7,,房山区棋牌智力运动协会培训中心 （房山区城关镇北关大街25号）,2024-07-28,2024-07-28,青少年体育赛事,市级,围棋,480.0,北京市房山区棋牌智力运动协会,北京龙启体育有限公司,北京新时代冠华商场,0,0,0,,0,2024-07-28,2024-07-28,2024,7,1
95299520975895281,2024年北京市“新星杯”少年摔跤锦标赛,99999,,北京市,,,1,,全民健身中心体育馆,2024-07-28,2024-07-28,青少年体育赛事,市级,国际式摔跤,600.0,北京市摔跤运动协会,北京菁芸体育文化发展有限公司,北京菁芸体育文化发展有限公司,0,0,0,,0,2024-07-28,2024-07-28,2024,7,1
95299520976274014,奔跑吧·少年”2024年河南省青少年武术套路锦标赛,99999,410000000000,河南省,410500000000,安阳市,410502000000,文峰区,,2024-07-28,2024-08-03,青少年体育赛事,省级,武术套路,1000.0,河南省体育局,河南省武术体操冰雪运动中心 安阳市文化广体育旅游局,,0,0,0,,0,2024-07-28,2024-08-03,2024,7,7
95299520976275879,2024年湖南省青少年拳击锦标赛,99999,430000000000,湖南省,430900000000,益阳市,430903000000,赫山区,,2024-07-28,2024-08-02,青少年体育赛事,省级,拳击,2000.0,湖南省体育局,,,0,0,0,,0,2024-07-28,2024-08-02,2024,7,6
95299520976276019,武陵山片区第三届湘西青少年篮球赛,99999,430000000000,湖南省,433100000000,湘西土家族苗族自治州,433126000000,古丈县,,2024-07-28,2024-08-01,青少年体育赛事,市级,篮球,1800.0,古丈县全民健身服务中心、古丈县篮球协会、 古丈茶乡体育文化发展有限责任公司,,,0,0,0,,0,2024-07-28,2024-08-01,2024,7,5
95299520976277418,“中国体育彩票杯”2024年广西青少年三人篮球锦标赛,99999,450000000000,广西壮族自治区,450300000000,桂林市,450332000000,恭城瑶族自治县,民族体育馆,2024-07-28,2024-07-31,青少年体育赛事,省级,篮球三人制,302.0,广西壮族自治区体育局,广西球类运动发展中心、桂林市体育局、恭城瑶族自治县文化广电体育和旅游局,,0,0,0,,0,2024-07-28,2024-07-31,2024,7,4
95299520976277863,2024 年全国青少年体育联合青少儿跆拳道巡回赛（杭州站）,99999,330000000000,浙江省,330100000000,杭州市,330122000000,桐庐县,,2024-07-28,2024-07-30,青少年体育赛事,国家级,跆拳道,300.0,全国青少年体育联合会,,,0,0,0,,0,2024-07-28,2024-07-30,2024,7,3
95299520976278254,2024年内蒙古自治区“中国体育彩票杯” 青少年马术锦标赛,99999,150000000000,内蒙古自治区,150200000000,包头市,150204000000,青山区,,2024-07-28,2024-07-30,青少年体育赛事,省级,马术,64.0,内蒙古自治区体育局、内蒙古自治区教育厅主办，内蒙古自治区竞技体育训练中心、包头市体育局、包头市教育局、包头市青山区人民政府承办,,,0,0,0,,0,2024-07-28,2024-07-30,2024,7,3
95299520976278719,“飞宇杯”2024年河北省青少年田径锦标赛（女子赛区）,99999,130000000000,河北省,130300000000,秦皇岛市,130302000000,海港区,,2024-07-28,2024-07-29,青少年体育赛事,省级,田径其他,1225.0,河北省体育局,河北省体育局田径运动中心、秦皇岛市体育局、河北省田径协会,,0,0,0,,0,2024-07-28,2024-07-29,2024,7,2
95299520976278930,2024恩施州青少年武术馆校俱乐部博击大赛,99999,420000000000,湖北省,422800000000,恩施土家族苗族自治州,422826000000,咸丰县,,2024-07-28,2024-07-29,青少年体育赛事,市级,拳击,110.0,恩施州武术协会、咸丰县文化和旅游局、咸丰县卫生健康局,,,0,0,0,,0,2024-07-28,2024-07-29,2024,7,2
95299520976278995,2024湖南省第二届青少年数独智力游戏运动会,99999,430000000000,湖南省,430100000000,长沙市,430105000000,开福区,长沙市青少年宫,2024-07-28,2024-07-28,青少年体育赛事,省级,棋牌其他,1000.0,湖南省社会体育指导服务中心,,,0,0,0,,0,2024-07-28,2024-07-28,2024,7,1
95299520976279557,2024年湖南省第二届青少年数独智力游戏运动会（株洲分赛场）,99999,430000000000,湖南省,430200000000,株洲市,430211000000,天元区,,2024-07-28,2024-07-28,青少年体育赛事,省级,其他,300.0,湖南省社会体育指导服务中心,,,0,0,0,,0,2024-07-28,2024-07-28,2024,7,1
95299520976279782,“中华郡杯”富平县第四届渭北围棋大会暨渭南市第五届青少年围棋棋王赛,99999,610000000000,陕西省,610500000000,渭南市,610528000000,富平县,,2024-07-28,2024-07-28,青少年体育赛事,市级,围棋,550.0,富平县教育体育局,,,0,0,0,,0,2024-07-28,2024-07-28,2024,7,1
95299520975895282,2024年北京市青少年摔跤锦标赛,99999,,北京市,,,6,,门头沟体育馆,2024-07-27,2024-07-28,青少年体育赛事,市级,国际式摔跤,500.0,"北京市体育局,北京市教育委员会","北京市体育竞赛管理和国际交流中心,北京市摔跤运动协会,北京市门头沟区体育局",,0,0,0,,0,2024-07-27,2024-07-28,2024,7,2
95299520975895284,2024年北京市青少年跆拳道锦标赛,99999,,北京市,,,11,,北京建筑大学大兴校区综合体育馆,2024-07-27,2024-07-28,青少年体育赛事,市级,跆拳道,550.0,"北京市体育局,北京市教育委员会","北京市体育竞赛管理和国际交流中心,北京市跆拳道协会,北京市大兴区体育局",,0,0,0,,0,2024-07-27,2024-07-28,2024,7,2
95299520975895288,2024金风“风中足迹”青少年羽毛球公开赛（经开站）,99999,,北京市,,,16,,金风体育羽毛球馆,2024-07-27,2024-07-28,青少年体育赛事,市级,羽毛球,500.0,北京金风体育文化有限公司,北京金风体育文化有限公司,"北京经济技术开发区全民健身体育协会,北京经济技术开发区乒乓球分会,集团行政服务中心",0,0,0,,0,2024-07-27,2024-07-28,2024,7,2
95299520975895289,2024金风“风中足迹”青少年系列赛-乒乓球比赛,99999,,北京市,,,16,,金风体育乒乓球馆,2024-07-27,2024-07-27,青少年体育赛事,市级,乒乓球,500.0,北京金风体育文化有限公司,北京金风体育文化有限公司,"北京经济技术开发区全民健身体育协会,北京经济技术开发区乒乓球分会,集团行政服务中心",0,0,0,,0,2024-07-27,2024-07-27,2024,7,1
95299520975909133,上海市第四届市民运动会2024年“创卓越 享静赛”静安精英挑战赛 青少年滑板公开赛,99999,SH,上海市,SH,上海市,SH00JA,静安区,,2024-07-27,2024-07-27,青少年体育赛事,市级,滑板,80.0,静安区体育局，静安区体育总会,上海市极限运动协会,,0,0,0,,0,2024-07-27,2024-07-27,2024,7,1
95299520975909135,上海市第四届市民运动会2024 年“创卓越 享静赛”静安精英挑战赛 青少年滑板公开赛,99999,SH,上海市,SH,上海市,SH00JA,静安区,,2024-07-27,2024-07-27,青少年体育赛事,市级,滑板,80.0,静安区体育局，静安区体育总会,上海市极限运动协会,,0,0,0,,0,2024-07-27,2024-07-27,2024,7,1
95299520975909137,上海市第四届市民运动会2024年“创卓越 享静赛”静安精英挑战赛青少年滑板公开赛,99999,SH,上海市,SH,上海市,SH00JA,静安区,上海市静安区共和新路1878~2008号,2024-07-27,2024-07-27,青少年体育赛事,市级,滑板,1.0,静安区体育局，静安区体育总会,上海市极限运动协会,,0,0,0,,0,2024-07-27,2024-07-27,2024,7,1
95299520975909140,上海市第四届市民运动会上海市卡丁车比赛 GPKS卡丁车市级选拔赛（校园组）,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-07-27,2024-07-27,青少年体育赛事,省级,卡丁车,100.0,上海市社会体育管理中心（上海市体育竞赛管理中心）,玖普体育文化传播（上海）有限公司,,0,0,0,,0,2024-07-27,2024-07-27,2024,7,1
95299520975909172,上海市第四届市民运动会“松江争来赛”全民健身赛事活动“奔跑吧.少年”松江区儿童青少年主题 活动,99999,SH,上海市,SH,上海市,SH00SJ,松江区,,2024-07-27,2024-07-27,青少年体育赛事,市级,“松江争来赛”全民健身赛事活动,150.0,松江区体育局,松江区体育局,,0,0,0,,0,2024-07-27,2024-07-27,2024,7,1
95299520975909617,上海市第四届市民运动会上海市校园毽球联赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2024-07-27,2024-07-27,青少年体育赛事,省级,毽球,200.0,上海市社会体育管理中心（上海市体育竞赛管理中心）,上海加局体育赛事策划有限公司,,0,0,0,,0,2024-07-27,2024-07-27,2024,7,1
95299520976276390,2024第二届沈阳荣耀杯青少年冰球国际邀请赛,99999,210000000000,辽宁省,210100000000,沈阳市,210112000000,浑南区,,2024-07-27,2024-08-01,青少年体育赛事,省级,冰球,300.0,沈阳荣耀国际冰球俱乐部,,,0,0,0,,0,2024-07-27,2024-08-01,2024,7,6
95299520976277213,2024年江苏省青少年赛艇锦标赛,99999,320000000000,江苏省,321200000000,泰州市,321281000000,兴化市,,2024-07-27,2024-07-31,青少年体育赛事,省级,赛艇,200.0,江苏省体育局,"泰州市体育局,兴化市人民政府",,0,0,0,,0,2024-07-27,2024-07-31,2024,7,5
95299520976279058,2024中国马术协会青少年u系列赛辽宁沈阳站,99999,210000000000,辽宁省,210100000000,沈阳市,210112000000,浑南区,,2024-07-27,2024-07-28,青少年体育赛事,国家级,马术,300.0,中国马术协会 浑南区马术协会,,,0,0,0,,0,2024-07-27,2024-07-28,2024,7,2
95299520976279155,2024年黔江区第二届“飞跃·追逐羽梦”杯青少年羽毛球邀请赛,99999,500000000000,重庆市,500100000000,重庆市辖区,500114000000,黔江区,,2024-07-27,2024-07-28,青少年体育赛事,市级,羽毛球,268.0,重庆市黔江区文化和旅游发展委员会,黔江区羽毛球协会,,0,0,0,,0,2024-07-27,2024-07-28,2024,7,2
95299520976279276,2024年第三届长株潭青少年击剑公开赛,99999,430000000000,湖南省,430100000000,长沙市,430104000000,岳麓区,长沙市步步高梅溪新天地,2024-07-27,2024-07-28,青少年体育赛事,市级,击剑,600.0,长沙市体育局,,,0,0,0,,0,2024-07-27,2024-07-28,2024,7,2
95299520976279328,2024年呼伦贝尔市“中国体彩杯”青少年射击比赛,99999,150000000000,内蒙古自治区,150700000000,呼伦贝尔市,150723000000,鄂伦春自治旗,,2024-07-27,2024-07-28,青少年体育赛事,市级,射击,80.0,呼伦贝尔市体育局,鄂伦春自治旗教育体育局,,0,0,0,,0,2024-07-27,2024-07-28,2024,7,2
95299520976279565,2024年“奔跑吧 少年”儿童青少年主题健身活动暨“中国体育彩票杯”威海市中小学生健美操联赛,99999,370000000000,山东省,371000000000,威海市,371001000000,市辖区,威海市中小学生综合实践教育中心,2024-07-27,2024-07-28,青少年体育赛事,市级,健美操,213.0,威海市教育局 威海市体育局,威海市中小学生综合实践教育中心,,0,0,0,,0,2024-07-27,2024-07-28,2024,7,2
95299520976279593,2024年贵州省“体彩杯“青少年网球积分赛CTJ-B600 （第五站-贵阳站）,99999,520000000000,贵州省,520100000000,贵阳市,520102000000,南明区,,2024-07-27,2024-07-28,青少年体育赛事,省级,网球,145.0,贵阳市体育局 贵州省网球协会,,,0,0,0,,0,2024-07-27,2024-07-28,2024,7,2
95299520976279660,第十二届内蒙古自治区羽毛球赛青少年联赛（阿拉善）,99999,150000000000,内蒙古自治区,152900000000,阿拉善盟,152921000000,阿拉善左旗,,2024-07-27,2024-07-28,青少年体育赛事,市级,羽毛球,100.0,阿拉善盟羽毛球协会,,,0,0,0,,0,2024-07-27,2024-07-28,2024,7,2
95299520976279693,“浙青年·爱运动”2024 杭州市第五届青少年体育超级联赛 轮滑公开赛,99999,330000000000,浙江省,330100000000,杭州市,330114000000,钱塘区,,2024-07-27,2024-07-28,青少年体育赛事,市级,轮滑、自由式轮滑、速度轮滑、轮滑阻拦、单排轮滑,430.0,共青团杭州市委,杭州青少年活动中心,,0,0,0,,0,2024-07-27,2024-07-28,2024,7,2
95299520976279895,2024年武林风山东赛区青少年搏击对抗赛,99999,370000000000,山东省,371400000000,德州市,371482000000,禹城市,,2024-07-27,2024-07-27,青少年体育赛事,省级,拳击,300.0,禹城市体育事业发展中心,,,0,0,0,,0,2024-07-27,2024-07-27,2024,7,1
95299520976279956,“蒙动少年”2024年内蒙古自治区 “卡尔美”杯青少年射箭俱乐部联赛（满洲里赛）,99999,150000000000,内蒙古自治区,150700000000,呼伦贝尔市,150781000000,满洲里市,,2024-07-27,2024-07-27,青少年体育赛事,市级,射箭,100.0,内蒙古自治区体育局,,,0,0,0,,0,2024-07-27,2024-07-27,2024,7,1
95299520976279977,天津市第四届社区运动会暨2024年津南区第二届青少年围棋锦标赛,99999,120000000000,天津市,120100000000,天津市辖区,120112000000,津南区,,2024-07-27,2024-07-27,青少年体育赛事,市级,围棋,100.0,津南区文化和旅游局（体育局）,,,0,0,0,,0,2024-07-27,2024-07-27,2024,7,1
95299520976280092,2024年天津市青少年室内滑雪俱乐部联赛第二站,99999,120000000000,天津市,120100000000,天津市辖区,120114000000,武清区,,2024-07-27,2024-07-27,青少年体育赛事,市级,单板滑雪,120.0,天津市冬季和水上运动管理中心,武清区体育局,,0,0,0,,0,2024-07-27,2024-07-27,2024,7,1
95299520976277237,2024年黔东南州“百万师生阳光体育运动”中小学生篮球运动会暨青少年篮球锦标赛,99999,520000000000,贵州省,522600000000,黔东南苗族侗族自治州,522622000000,黄平县,,2024-07-26,2024-07-31,青少年体育赛事,市级,篮球,1590.0,黔东南州教育局，州文体广电旅游局,,,0,0,0,,0,2024-07-26,2024-07-31,2024,7,6
95299520976278007,2024年CRAC全国青少年业余无线电测向锦标赛 暨天津市青少年无线电测向锦标赛,99999,120000000000,天津市,120100000000,天津市辖区,120115000000,宝坻区,,2024-07-26,2024-07-30,青少年体育赛事,省级,无线电测向,500.0,宝坻区体育局,,,0,0,0,,0,2024-07-26,2024-07-30,2024,7,5
95299520976278628,2024年怀化市第二届星BA“晨星杯”青少年篮球联赛,99999,430000000000,湖南省,431200000000,怀化市,431223000000,辰溪县,,2024-07-26,2024-07-29,青少年体育赛事,市级,篮球,530.0,怀化市“星BA”青少年篮球联盟,辰溪县黄溪口镇篮球协会,,0,0,0,,0,2024-07-26,2024-07-29,2024,7,4
95299520976278882,2024年陕西省青少年田径项目锦标赛,99999,610000000000,陕西省,610300000000,宝鸡市,610302000000,渭滨区,,2024-07-26,2024-07-29,青少年体育赛事,省级,田径其他、标枪、铅球、跳远、跳高、跑步,933.0,陕西省体育局,,,0,0,0,,0,2024-07-26,2024-07-29,2024,7,4
95299520976279048,恒地天悦杯青少年篮球公开赛,99999,370000000000,山东省,370900000000,泰安市,370901000000,市辖区,,2024-07-26,2024-07-28,青少年体育赛事,市级,篮球,100.0,泰安市旦信体育,,,0,0,0,,0,2024-07-26,2024-07-28,2024,7,3
95299520976279067,“奔跑吧·少年”“中国体育彩票” 2024年重庆市青少年街舞联赛（第二站）,99999,500000000000,重庆市,500100000000,重庆市辖区,500101000000,万州区,,2024-07-26,2024-07-28,青少年体育赛事,省级,街舞,444.0,重庆市体育局,重庆市万州区文化和旅游发展委员会、重庆市万州区体育总会,,0,0,0,,0,2024-07-26,2024-07-28,2024,7,3
95299520976279241,2024年未来之光京津冀青少年挑战大赛快乐操舞比赛,99999,130000000000,河北省,130600000000,保定市,130602000000,竞秀区,,2024-07-26,2024-07-28,青少年体育赛事,省级,啦啦操,325.0,河北省体育局,河北省青少年业余训练中心、保定市体育局,,0,0,0,,0,2024-07-26,2024-07-28,2024,7,3
95299520976279479,日照市岚山区岚山头街道岚山头小参加第一届中国城市青少年跳绳公开赛,99999,370000000000,山东省,371100000000,日照市,371103000000,岚山区,,2024-07-26,2024-07-28,青少年体育赛事,国家级,跳绳,8.0,全国青少年体育联合会,,,0,0,0,,0,2024-07-26,2024-07-28,2024,7,3
95299520976279793,2024山东省“钢城杯”青少年象棋锦标赛赛事方案,99999,370000000000,山东省,370100000000,济南市,370117000000,钢城区,,2024-07-26,2024-07-28,青少年体育赛事,省级,象棋,300.0,钢城区教育和体育局,,,0,0,0,,0,2024-07-26,2024-07-28,2024,7,3
95299520976279840,“奔跑吧·少年”2024年全国青少年空手道U系列赛（浙江站）,99999,330000000000,浙江省,330100000000,杭州市,330113000000,临平区,,2024-07-26,2024-07-28,青少年体育赛事,国家级,空手道,8000.0,临平区文广旅体局,,,0,0,0,,0,2024-07-26,2024-07-28,2024,7,3
