赛事ID,赛事名称,排序,省,省名称,市,市名称,区,区名称,赛事地点,赛事开始时间,赛事结束时间,赛事类别,赛事级别,运动项目,赛事规模,赛事主办方,赛事承办方,赛事协办方,赞助商总数量,赞助金额,赛事的报道数量,赛事报道的媒体名称,赛事裁判数量,开始时间,结束时间,年份,月份,持续天数
95299520976120460,德州市生态环境局天衢新区分局青年羽毛球比赛,99999,370000000000,山东省,371400000000,德州市,371401000000,市辖区,,2023-04-14,2023-04-14,青少年体育赛事,市级,羽毛球,20.0,德州市生态环境局天衢新区分局,,,0,0,0,,0,2023-04-14,2023-04-14,2023,4,1
95299520976112213,昌吉州2023年中小学生（青少年）校园足球联赛,99999,650000000000,新疆维吾尔自治区,652300000000,昌吉回族自治州,652328000000,木垒哈萨克自治县,,2023-04-13,2023-04-24,青少年体育赛事,市级,足球,300.0,昌吉州教育局,木垒县教育局,木垒县文化体育广播电视和旅游局,0,0,0,,0,2023-04-13,2023-04-24,2023,4,12
95299520976116059,全国U21青年男子篮球锦标赛,99999,430000000000,湖南省,430800000000,张家界市,430822000000,桑植县,,2023-04-13,2023-04-19,青少年体育赛事,国家级,篮球,130.0,中国篮球协会,张家界市桑植县,,0,0,0,,0,2023-04-13,2023-04-19,2023,4,7
95299520976116149,2023年喀什地区青少年锦标赛排球比赛,99999,650000000000,新疆维吾尔自治区,653100000000,喀什地区,653126000000,叶城县,,2023-04-13,2023-04-19,青少年体育赛事,市级,排球,3000.0,喀什地区体育局,岳普湖县文化体育广播电视和旅游局,,0,0,0,,0,2023-04-13,2023-04-19,2023,4,7
95299520976116589,2023年喀什地区青少年锦标赛篮球比赛,99999,650000000000,新疆维吾尔自治区,653100000000,喀什地区,653126000000,叶城县,,2023-04-13,2023-04-19,青少年体育赛事,市级,篮球,3000.0,喀什地区体育局,岳普湖县文化体育广播电视和旅游局,,0,0,0,,0,2023-04-13,2023-04-19,2023,4,7
95299520976120610,清苑区2023年“奔跑吧少年”儿童青少年主题健身活动乒乓球比赛,99999,130000000000,河北省,130600000000,保定市,130608000000,清苑区,青少年校外活动中心,2023-04-13,2023-04-14,青少年体育赛事,市级,乒乓球,380.0,清苑区教体局,,,0,0,0,,0,2023-04-13,2023-04-14,2023,4,2
95299520976120693,营口市校园三大球联赛,99999,210000000000,辽宁省,210800000000,营口市,210802000000,站前区,营口市实验学校,2023-04-13,2023-04-14,青少年体育赛事,市级,足球,50.0,营口市教育局,,,0,0,0,,0,2023-04-13,2023-04-14,2023,4,2
95299520976121291,“奔跑吧.少年”儿童青少年主题健身活动 走进共和县民族中学,99999,630000000000,青海省,632500000000,海南藏族自治州,632521000000,共和县,共和县民族中学,2023-04-13,2023-04-13,青少年体育赛事,市级,跑步,1000.0,海南州文体旅游广电局,海南州群体中心,共和县民族中学,0,0,0,,0,2023-04-13,2023-04-13,2023,4,1
95299520975922779,2023年全国（U21）青年篮球锦标赛第一阶段,99999,HUN,湖南省,HUN12,,,,湖南省怀化市辰溪县体育中心,2023-04-12,2023-04-19,青少年体育赛事,省级,未知,72.0,中国篮球协会,怀化市篮球协会,,0,0,0,,0,2023-04-12,2023-04-19,2023,4,8
95299520975922781,2023年全国（U21）青年篮球锦标赛第一阶段,99999,GZ,贵州省,GZ03,,,,贵州省遵义市仁怀市体育馆,2023-04-12,2023-04-19,青少年体育赛事,省级,未知,96.0,中国篮球协会,贵州仁怀圣龙体育文化发展有限公司,,0,0,0,,0,2023-04-12,2023-04-19,2023,4,8
95299520975922782,2023年全国（U21）青年篮球锦标赛第一阶段,99999,HUN,湖南省,HUN08,,,,湖南省张家界市桑植县贺龙体育馆,2023-04-12,2023-04-19,青少年体育赛事,省级,未知,96.0,中国篮球协会,张家界市篮球协会,,0,0,0,,0,2023-04-12,2023-04-19,2023,4,8
95299520976110703,张家口市第七届“市长杯”青少年足球赛（怀来县赛区）暨中国体彩杯2023年怀来县中小学生足球联赛,99999,130000000000,河北省,130700000000,张家口市,130730000000,怀来县,,2023-04-12,2023-04-26,青少年体育赛事,市级,足球,200.0,怀来县教育体育和科学技术局,怀来县体育总会、县社会体育指导员协会、县足球协会,沙城镇第四小学、沙城第四中学、沙城实验小学,0,0,0,,0,2023-04-12,2023-04-26,2023,4,15
95299520976113582,2023第二届中国青少年足球联赛男子高中年龄段U17组中区预选赛（青岛赛区）,99999,370000000000,山东省,370200000000,青岛市,370214000000,城阳区,青岛白沙湾足球基地,2023-04-12,2023-04-22,青少年体育赛事,国家级,足球,400.0,教育部、国家体育总局,青岛北岸控股集团有限责任公司,,0,0,0,,0,2023-04-12,2023-04-22,2023,4,11
95299520976116194,2023年喀什地区青少年锦标赛（航模项目）,99999,650000000000,新疆维吾尔自治区,653100000000,喀什地区,653128000000,岳普湖县,岳普湖县达瓦昆景区,2023-04-12,2023-04-19,青少年体育赛事,市级,电动类模型、航空模型,6500.0,喀什地区体育局,岳普湖县人民政府,岳普湖县文化体育广播电视和旅游局、岳普湖县教育局,0,0,0,,0,2023-04-12,2023-04-19,2023,4,8
95299520976116337,2023年喀什地区青少年锦标赛（篮球比赛）,99999,650000000000,新疆维吾尔自治区,653100000000,喀什地区,653128000000,岳普湖县,岳普湖县体育场,2023-04-12,2023-04-19,青少年体育赛事,市级,篮球,10000.0,喀什地区体育局,岳普湖县人民政府,岳普湖县文化体育广播电视和旅游局、岳普湖县教育局,0,0,0,,0,2023-04-12,2023-04-19,2023,4,8
95299520976116501,2023年喀什地区青少年锦标赛（田径比赛）,99999,650000000000,新疆维吾尔自治区,653100000000,喀什地区,653128000000,岳普湖县,岳普湖县体育场,2023-04-12,2023-04-19,青少年体育赛事,市级,田径其他、标枪、铁饼、铅球、跳远、跳高、障碍、跨栏、跑步,16000.0,喀什地区体育局,岳普湖县人民政府,岳普湖县文化体育广播电视和旅游局、岳普湖县教育局,0,0,0,,0,2023-04-12,2023-04-19,2023,4,8
95299520976116597,2023年喀什地区青少年锦标赛（排球比赛）,99999,650000000000,新疆维吾尔自治区,653100000000,喀什地区,653128000000,岳普湖县,岳普湖县体育场,2023-04-12,2023-04-19,青少年体育赛事,市级,排球,20000.0,喀什地区体育局,岳普湖县人民政府,岳普湖县文化体育广播电视和旅游局、岳普湖县教育局,0,0,0,,0,2023-04-12,2023-04-19,2023,4,8
95299520976116629,2023年喀什地区青少年锦标赛（足球比赛）,99999,650000000000,新疆维吾尔自治区,653100000000,喀什地区,653128000000,岳普湖县,岳普湖县体育场,2023-04-12,2023-04-19,青少年体育赛事,市级,足球,30000.0,喀什地区体育局,岳普湖县人民政府,岳普湖县文化体育广播电视和旅游局、岳普湖县教育局,0,0,0,,0,2023-04-12,2023-04-19,2023,4,8
95299520976118371,2023 年全国（U21）青年篮球锦标赛湖南怀化赛区（B1 组）,99999,430000000000,湖南省,431200000000,怀化市,431223000000,辰溪县,,2023-04-12,2023-04-16,青少年体育赛事,国家级,篮球,108.0,中国篮球协会,怀化市文旅广体局、辰溪县人民政府,辰溪县文旅广体局,0,0,0,,0,2023-04-12,2023-04-16,2023,4,5
95299520976122662,“奔跑吧.少年”儿童青少年主题健身活动 走进海南州第一民族高级中学,99999,630000000000,青海省,632500000000,海南藏族自治州,632521000000,共和县,海南州第一民族高级中学,2023-04-12,2023-04-12,青少年体育赛事,市级,跑步,1000.0,海南州文体旅游广电局,海南州群体中心,海南州第一民族高级中学,0,0,0,,0,2023-04-12,2023-04-12,2023,4,1
95299520976122609,拳击进校园之《全国大学生拳击锦标赛选拔赛》,99999,330000000000,浙江省,331000000000,台州市,331002000000,椒江区,,2023-04-11,2023-04-12,青少年体育赛事,国家级,拳击,600.0,台州市拳击协会,,,0,0,0,,0,2023-04-11,2023-04-12,2023,4,2
95299520975950692,2023年成都市青少年多项目选拔赛,99999,510000000000,四川省,510100000000,成都市,510106000000,金牛区,,2023-04-10,2023-11-22,青少年体育赛事,市级,综合,1280.0,成都市体育局,,,0,0,0,,0,2023-04-10,2023-11-22,2023,4,227
95299520976113073,“全民健身 幸福江西”“奔跑吧•赣鄱少年”“中国体育彩票杯”2022年新余市中小学生校园篮球联赛,99999,360000000000,江西省,360500000000,新余市,360502000000,渝水区,,2023-04-10,2023-04-23,青少年体育赛事,市级,篮球,630.0,新余市体育局,,,0,0,0,,0,2023-04-10,2023-04-23,2023,4,14
95299520976116863,2023年青少年足球比赛,99999,650000000000,新疆维吾尔自治区,652900000000,阿克苏地区,652929000000,柯坪县,,2023-04-10,2023-04-18,青少年体育赛事,市级,足球,58.0,地区文化体育广播电视旅游局,,,0,0,0,,0,2023-04-10,2023-04-18,2023,4,9
95299520976119718,2023年金秀瑶族自治县青少年篮球锦标赛,99999,450000000000,广西壮族自治区,451300000000,来宾市,451324000000,金秀瑶族自治县,,2023-04-10,2023-04-15,青少年体育赛事,市级,篮球,620.0,金秀瑶族自治县教育体育局,,,0,0,0,,0,2023-04-10,2023-04-15,2023,4,6
95299520975896517,2023北京市朝阳区青少年射箭锦标赛,99999,,北京市,,,2,,北京市朝阳区第二少儿业余体校射箭中心,2023-04-09,2023-04-09,青少年体育赛事,市级,射箭,,"北京市朝阳区体育局,北京市朝阳区第二少儿业余体校",北京奥乐星体育文化有限公司,,0,0,0,,0,2023-04-09,2023-04-09,2023,4,1
95299520976121910,2022-2023年度浙江省校园足球联赛（宁波赛区）小学组联赛,99999,330000000000,浙江省,330200000000,宁波市,330212000000,鄞州区,,2023-04-09,2023-04-13,青少年体育赛事,市级,足球,1500.0,宁波市教育局、宁波市体育局,,,0,0,0,,0,2023-04-09,2023-04-13,2023,4,5
95299520976123417,“奔跑吧·少年”2023鸡西市青少年（校园）排球锦标赛,99999,230000000000,黑龙江省,230300000000,鸡西市,230302000000,鸡冠区,,2023-04-09,2023-04-10,青少年体育赛事,市级,排球,230.0,鸡西市文体广电和旅游局、鸡西市教育局,,,0,0,0,,0,2023-04-09,2023-04-10,2023,4,2
95299520976124904,“舞动中华”全国校园美育大奖赛暨CUA烟台第六届“牡丹花”明星舞蹈赛,99999,370000000000,山东省,370600000000,烟台市,370613000000,莱山区,,2023-04-09,2023-04-09,青少年体育赛事,国家级,体育舞蹈,200.0,《舞动中华》组委会,,,0,0,0,,0,2023-04-09,2023-04-09,2023,4,1
95299520975896521,2023年北京市青少年U系列高尔夫球冠军赛,99999,,北京市,,,8,,大运河高尔夫俱乐部,2023-04-08,2023-04-16,青少年体育赛事,市级,高尔夫球,,"北京市体育局,北京市教育委员会","北京市体育竞赛管理和国际交流中心,北京市通州区体育局,北京高尔夫球运动协会",,0,0,0,,0,2023-04-08,2023-04-16,2023,4,9
95299520975896522,2023年北京市青少年U系列羽毛球冠军赛,99999,,北京市,,,7,,燕山体育运动中心,2023-04-08,2023-04-16,青少年体育赛事,市级,羽毛球,,"北京市体育局,北京市教育委员会","北京市体育竞赛管理和国际交流中心,北京市羽毛球运动协会,北京市房山区燕山体育运动中心",北京华玉体育文化发展有限公司,0,0,0,,0,2023-04-08,2023-04-16,2023,4,9
95299520975896523,2023年北京市青少年U系列曲棍球冠军赛,99999,,北京市,,,2,,国家奥林匹克体育中心曲棍球场,2023-04-08,2023-04-16,青少年体育赛事,市级,曲棍球,,"北京市体育局,北京市教育委员会","北京市体育竞赛管理和国际交流中心,北京市曲棍球运动协会",国家奥林匹克体育中心,0,0,0,,0,2023-04-08,2023-04-16,2023,4,9
95299520975896524,2023年北京市青少年U系列跆拳道冠军赛,99999,,北京市,,,7,,燕山体育运动中心,2023-04-08,2023-04-16,青少年体育赛事,市级,跆拳道,,"北京市体育局,北京市教育委员会","北京市体育竞赛管理和国际交流中心,北京市跆拳道协会,北京市房山区燕山体育运动中心",,0,0,0,,0,2023-04-08,2023-04-16,2023,4,9
95299520975896525,2023年北京市青少年U系列击剑冠军赛,99999,,北京市,,,16,,北京亦庄实验中学,2023-04-08,2023-04-16,青少年体育赛事,市级,击剑,,"北京市体育局,北京市教育委员会","北京市体育竞赛管理和国际交流中心,北京市击剑运动协会",,0,0,0,,0,2023-04-08,2023-04-16,2023,4,9
95299520975896528,2023年WOW青少年游泳邀请赛,99999,,北京市,,,2,,国家奥体中心英东游泳馆,2023-04-08,2023-04-09,青少年体育赛事,市级,游泳,,"国家奥体中心英东游泳馆,北京蛙赛体育科技有限公司",北京蛙赛体育科技有限公司,,0,0,0,,0,2023-04-08,2023-04-09,2023,4,2
95299520975896530,2023年北京市青少年足球锦标赛,99999,,北京市,,,5,,北京亿城BTV三高足球俱乐部,2023-04-08,2023-06-18,青少年体育赛事,市级,足球,,"北京市体育局,北京市教育委员会","北京市体育竞赛管理和国际交流中心,北京市足球运动协会",,0,0,0,,0,2023-04-08,2023-06-18,2023,4,72
95299520975896531,首都高等学校第九届徒步运动大会,99999,,北京市,,,5,,北京鹫峰国家森林公园,2023-04-08,2023-04-08,青少年体育赛事,市级,其他,,北京市大学生体育协会,北京市大学生体育协会徒步运动分会,,0,0,0,,0,2023-04-08,2023-04-08,2023,4,1
95299520975922824,2023年全国青少年U系列自由式小轮车冠军赛,99999,SC,四川省,SC11,,,,四川省南充市营山县,2023-04-08,2023-04-09,青少年体育赛事,省级,未知,300.0,中国自行车运动协会、四川省体育局,营山县教育体育局,,0,0,0,,0,2023-04-08,2023-04-09,2023,4,2
95299520976073474,云阳县2023年梯城杯青少年足球联赛,99999,500000000000,重庆市,500200000000,县,500235000000,云阳县,体育场、民德小学,2023-04-08,2023-06-04,青少年体育赛事,市级,足球,800.0,云阳县文化和旅游发展委员会、云阳县教育委员会,,,0,0,0,,0,2023-04-08,2023-06-04,2023,4,58
95299520976078207,安阳市十三运青少年竞技组足球比赛,99999,410000000000,河南省,410500000000,安阳市,410502000000,文峰区,,2023-04-08,2023-05-30,青少年体育赛事,市级,足球,500.0,安阳市人民政府,安阳市文广体旅局 安阳市教育局,,0,0,0,,0,2023-04-08,2023-05-30,2023,4,53
95299520976124172,全市校园啦啦操大赛,99999,520000000000,贵州省,520600000000,铜仁市,520603000000,万山区,,2023-04-08,2023-04-09,青少年体育赛事,省级,啦啦操,2288.0,贵州省体育局,贵州省体操运动管理中心、铜仁市文体广电旅游局、铜仁市教育局、贵州省体育产业发展有限公司,,0,0,0,,0,2023-04-08,2023-04-09,2023,4,2
